"My ""Sticky Note"" is running in SLOW MOTION (types one letter about every 3 seconds).",F
How can I fix this huge problem?,R
I use sticky notes everyday...or I used to.,F
Now I can't use it because it's so slow that I can't use it.,F
Thank you Joshua... it worked.,F
Sam,F
It is not in my accessories.,F
I did get my sticky notes back and took off the information.,F
That was good but they don't work the same.,F
I used to be able to copy and paste from a word doc and now I am unable to do that.,F
I guess just like the NEW Outlook.,F
It is crap.,F
That has disappeared too.,F
Guess what?,R
I can't find it in Windows Accessories either!,F
!,F
Not on my 15063 Build,F
You're kidding me.,F
Sticky notes disappeared and only 2 tiles remain in the start menu.,F
Windows 10 Home.,F
On my computer W10 Home sticky notes simply disappeared.,F
The original sticky notes is not in Windows Accessories.,F
I had valuable information on those notes.,R
Now they're lost.,F
I wish MS would quit tinkering with Windows 10.,F
I can't be sure from one day to the next if I can continue doing my work.,F
"I feel as though each day I have a ""windows 10 de jour.""",F
Tracy Verano,F
I wish I could say the same... but mine are no longer there...  Where could they be as I never deleted my notes??,R
?,R
"
"
"     Dear Sir,                   I want to make necessary alteration  in my name:  UMACHANDRAN9-one name, instead of UMA CHANDRAN-no gap between UMA &                   CHANDRAN.",F
"In my PC, I have 7 different names in the opening of my PC.",F
1.,F
UMACHANDRAN                   2.,F
*** Email address is removed for privacy ***                   3.,F
BABU UMACHANDRAN.,F
4.,F
Guest-my friend.,F
5.,F
UMACHANDRAN VISWANAT.,F
6.,F
UMACHANDRAN.V.,F
7.,F
UMACHANDRAN VISWANATH.,F
"I am always operating "" UMA CHANDRAN"" ( correct it to ""UMACHANDRAN""-one name) only with my password.",F
"I think that the others, except ""Guest-my friend"", are unnecessary.",F
I want that how can I remove them & keep the essential.,R
"I have a doubt, is there any harmful to my PC, when I remove them?",R
Please guide me to do well.,R
UMACHANDRAN VISWANATHAN.,F
"Hi,  We'd like to know a few information so we can assist you with your concern.",G
Answer the questions below:   We'll keep an eye out for your response.,R
"       Dear Sir,                   I am happy on  receiving your immediate reply.",F
"I inform that all the names are created by me, on different situations after sign in ""MICROSOFT"".",F
"Now a days I can not use them, all.",F
"I use only-UMACHANDRAN, with specific password.",F
"I want UMACHANDRAN, only with Guest-my friend.",F
"Others not necessary, I think so.",F
"In my name, there is ""UMA CHANDRAN"", my name is UMACHANDRAN-one name-there is no                gap between UMA & CHANDRAN.",F
only one name-UMACHANDRAN.,F
"Please make arrange it, in UMACHANDRAN"".",F
Please guide me to do well.,R
UMACHANDRAN VISWANATHAN.,F
It seems you are referring to local user accounts.,F
"If you want to delete all your user accounts, you may try these steps:   You'll no longer see it from the login screen.",F
"Files, program data, and settings stored on the said user account will be deleted as well.",F
"To change your sign-in screen name, follow the steps below:   Get back to us with the outcome so we can help you out further.",R
"
"
I use my BlackBerry Z30 as a mobile hotspot with several devices - including my laptop.,F
"As of the Windows 10 upgrade, my laptop will not reliably display the connection as ""available"".",F
"I've tried restarting the session, the computer, and logging out and in on the laptop.",F
I've checked for software updates on both systems.,F
Occasionally the hotspot will appear in the laptop's available wireless connections.,F
Laptop: HP 2000 Notebook PC AMD E-450 APU w/Radeon HD 1.65 GHz 64-bit Windows 10 Home Ralink RT5390 802.11b/g/n WiFi Adapter Realtek PCIe FE Family Controller (Disabled) Phone: BlackBerry Z30 Software: 10.3.2.556 OS: 10.3.2.858,F
"Hi,  Thank you for using Windows 10.",G
I suggest you to go through the following link and check if that helps: http://answers.microsoft.com/en-us/windows/forum/windows_10-networking/after-upgrading-from-windows-81-to-windows-10-no/42b1852e-4faa-47a2-85ca-dc8e190c7c27?tm=1438386871715  Hope it helps.,R
Let us know if you need further assistance and we'll be glad to help you.,R
"Jerry,  Thank you for the reply.",F
The resolution does not apply to my situation: I upgraded from Windows 7 to Windows 10 Only MY BlackBerry Hotspot fails to show up the majority of the time Another BlackBerry Hotspot is active in my office that I CAN see My home WiFi Networks - as well as every other WiFi network in my neighborhood - show up  It seems this issue is specific to my BlackBerry in hotspot mode.,F
Follow-up: I restored my PC back to Windows 7 factory using the restore function at boot-up and again upgraded to Windows 10.,F
"I reinstalled all of the software I had previously installed, checking to see that the Blackberry remained available after each installation.",F
"All was well until I installed ""Network Connect"" VPN software provided by my work.",F
"At that point, I no longer had the option to connect to my BlackBerry as a hotspot.",F
"I can still connect it via USB and tether, but I typically connect my computer and tablet to my phone's hotspot.",F
I am able to see and connect to dedicated mobile hotspot devices - including other Verizon products.,F
"I have access to a Samsung Galaxy S5, which I will activate the hotspot mode and attempt to connect.",F
More to follow...,F
Did you find a solution?,R
I have the same problem with a BB Passport and a Lenovo laptop.,F
I only have a workaround.,F
"if I attach my Z30 to my laptop using a USB cable, I can turn on tethering and use the Internet that way.",F
"not optimal, but it works.",F
hope this helps.,F
"Have the same problem with my Z30 after upgrading to win10 I can see my blackberry on my other computer which uses win 8, but not on the win 10 machine.",F
Both tethering and mobile hotspot is not available.,F
"I, too, have a Z30, and have not been able to see the hotspot from my Dell XPS 13 with Win 10.",F
"I did two things: disabled the wireless card, then flushed the DNS cache, once that was done, my BB Z30's hotspot appeared and I connected!",F
"From an elevated command prompt: ipconfig /flushdns, hit enter and that is it.",F
 Didn't work for me,R
I have a Blackberry Classic and a Dell Inspiron Laptop with Windows 10 and I was having the same problem - the Blackberry Hotspot would not show up on the list of available networks.,F
"I decided to try shortening the hotspot name and removing all the spaces (who knows, right?).",F
No effect.,F
I added the connection manually; still not on the list.,F
"I used ""netsh wlan show profiles"" in the command line to ensure the connection was saved; it was.",F
"Then I discovered that I could make my laptop connect to my Blackberry's hotspot using an elevated command prompt and the command ""netsh wlan connect [hotspotname].""",F
"I wrote a script (it's primitive, but it works) to collect the hotspot name from the user and then connect to it using this command.",F
I then dropped a shortcut to it on my desktop and edited its properties to always Run as administrator.,F
My laptop now reliably connects to my Blackberry hotspot every time I run it.,F
:)  Here's the script:  REM This is a script by Kate to connect to a mobile hotspot which is already added to the list of saved connections.,F
@set /p HiddenNetworkName= Enter name of network to connect: netsh wlan connect %HiddenNetworkName%,R
Thank you for such a detailed reply!,F
"Just to make sure I understand, you said, ""I added the connection manually"".",F
Is it this process that allows you to reference the hotspot name and assign it to HiddenNetworkName?,R
Or will it attempt to connect to any hotspot that you know the name of within range?,R
"I no longer carry a BlackBerry, so I'm asking for the community at large.",F
"@JessicaBayers: It should work for any connection, hypothetically.",F
"I have not tested with other connections, though.",F
"And yes, you have to add the connection manually because the command ""netsh wlan connect"" requires a profile name (and hence a profile).",F
This makes sense because the profile contains the connection properties and password.,F
"If you have not saved the connection, the script will run but you won't get connected.",F
hello Kate.,G
"when I run the command line 'netsh wlan connect %(my hotspot name)%, it returned the response 'one or more parameters for the comman are not correct or missing'.",F
what am I doing wrong pls?,R
 @RachelAbayomi: The hotspot name is case-sensitive.,F
"Make sure your hotspot is on the profile list using ""netsh wlan show profiles"" before you try to connect; if your manual add didn't take, the interface will have nothing to connect to.",R
"From the command line (not writing a batch script and running it), you can just enter ""netsh wlan connect yourhotspotname"" (no quotes; insert your hotspot's name in the appropriate spot).",F
Are you running Windows 10?,R
 Hello Kate.,G
"Yes, i'm running windows 10 and thanks, it worked.",F
Thanks for a working solution.,F
Could you please tell me how to create shortcut for netsh wlan connect...,R
"
"
"Hello, and sorry to be posting here, as I know it likely has nothing to do with Microsoft or Windows itself, but I have no idea where else to go.",F
"For a long while now, I have been playing games such as Rust, Subnautica, Battlefield 4, etc, and I will frequently experience what is mentioned in the title, with no warning, and following no pattern other than the fact that it only happens in games.",F
"First of all, I have tried uninstalling and reinstalling drivers, blocked windows updates, reset the whole operating system, stress tested everything, scanned everything for errors, and now I am struggling to even locate the actual problem.",F
"One thing I did notice recently was that after the crash, in the task manager, ""Host Process for Windows Tasks"" turns into a yellow warning icon.",F
"Apart from that, the following is the only error report that I could find.",F
"Here it is: Fault bucket LKD_0x141_Tdr:6_IMAGE_nvlddmkm.sys, type 0 Event Name: LiveKernelEvent Response: Not available Cab Id: 78b04b13-2e11-479f-81ae-ac3309b1aeb8  Problem signature: P1: 141 P2: ffffe000fbe96010 P3: fffff801a9217d80 P4: 0 P5: 12e0 P6: 10_0_10586 P7: 0_0 P8: 768_1 P9:  P10:   Attached files: C:\Windows\LiveKernelReports\WATCHDOG\WD-20160528-1708.dmp C:\Users\David\AppData\Local\Temp\WER-3064687-0.sysdata.xml C:\Users\ZPhilosopherDavid\AppData\Local\Temp\WERC459.tmp.WERInternalMetadata.xml  These files may be available here: C:\ProgramData\Microsoft\Windows\WER\ReportArchive\Kernel_141_ab73b489e32d7c3c5063d0891f86697e922d4_00000000_cab_0c3ad987  Analysis symbol:  Rechecking for solution: 0 Report ID: 5d763152-24ee-11e6-8a06-6805ca1a47e8 Report Status: 0 Hashed bucket:  Please help as soon as possible, as I have had it to my limit with this headache of a problem.",F
"Also, I missed this out but I seem to be able to subdue the problem and make it less frequent by underclocking the graphics card, but I don't know why this does so.",F
"Hi,  In the light of the information given by you, please try to do a clean boot.",G
"We do believe that the issue could be related to some internal software conflict which might result in the issue, hence try doing a clean boot and check if it helps.",F
Putting your system inClean Boot state helps in identifying if any third party applications or startup items are causing the issue.,F
You need to follow the steps from the article mentioned below to perform a Clean Boot.,F
"https://support.microsoft.com/en-us/kb/929135   DISCLAIMER: After troubleshooting, refer to this section ""How to reset the computer to start normally after clean boot troubleshooting"".",R
Please let us know if the issue is resolved or you need any further assistance.,R
Thank you.,F
"Hello, and thank you for the quick response.",G
"I performed the clean boot and did multiple tests, but the error persisted.",F
"Another error that seems to be the same as the one in the title is that when playing a game, it will temporarily freeze, but instead of the driver stopping and responding, it instead says "" Application ______.exe has been blocked from accessing graphics hardware.""",F
"Additional recent discovery: on the odd occasion, the driver crash does not occur, so I get to see what actually happens if it doesn't crash.",F
"Interestingly, the computer seems to lag/slur, like it is running at half speed of sorts.",F
"What could this mean, if anything?",R
"Hi,  I would suggest you to Uninstall and Re-install the graphic card driver.",G
You mayfollow the below steps.,F
"1) Press Windows Key + R, type devmgmt.msc.",R
2) Select the graphic driver.,R
"3) Click on properties, click on uninstall tab.",R
4) Click OK.  5) Restart the computer after its uninstalled.,R
Now download the drivers the manufacturer website and install it in Windows 10 compatibility mode.,R
Follow the steps provided below to install the drivers in compatibility mode:  1.,R
Right-click on the driver setup file and click on ‘properties’.,R
2.,F
"Click on the ‘compatibility’ tab and check the box ""Run this program in compatibility mode for” and select Windows 10 operating system from the drop down.",R
3.,F
Click on ‘Apply’ and click ‘OK’ and run the file to install it.,R
Hope the information helps.,R
Let us know if you need further assistance with Windows related issues.,R
We will be happy to help.,F
"Sorry, that didn't work either.",F
"There was no option to run in compatibility mode for Windows 10 (the highest version was Windows 8), likely because I am already using Windows 10.",F
"Nevertheless, I reinstalled the driver, but the error persisted.",F
"With almost every game, it will still say either ""Driver has stopped responding and has successfully recovered"" or ""Application (Insert name of game).exe has been blocked from accessing graphics hardware"".",F
" Hi,  Thank you for the reply and update.",G
You may access the computer manufacturer’s website to download and install the latest chipset drivers along with other drivers available on the website for the computer.,R
"Once this is done, restart the computer and check if the issue persists.",R
Reply with the status of the issue and we will be glad to offer our assistance.,R
Thank you for the quick reply.,F
"I have installed the new chipset drivers as recommended, although I am noticing no change in pattern with the errors - they still occur, and still, it can be at any point within a game, without any noticeable correlation whatsoever.",F
I'm sorry that this problem is being such a bother.,F
Hopefully we can get it sorted eventually.,F
:),F
" Hi,  Thank you for the reply and update.",G
Suggest you to repair your copy of Windows to check if that helps.,R
"How to: perform a repair upgrade using the Windows 10 ISO file: http://answers.microsoft.com/en-us/insider/wiki/insider_wintp-insider_install/how-to-perform-a-repair-upgrade-using-the-windows/35160fbe-9352-4e70-9887-f40096ec3085  Note: Performing this can repair broken operating system files while preserving your personal files, settings and installed applications.",R
Keep us informed to help you further.,R
"The copy of Windows has been repaired with the Windows 10 ISO file, although the error is still present.",F
"Hi,  Sorry for the delay in replying.",G
"Now that Windows is repaired, you may now want to uninstall and reinstall the graphics card driver to check the status.",F
Articles for reference.,F
How to: Install and Update drivers in Windows 10: http://answers.microsoft.com/en-us/insider/wiki/insider_wintp-insider_devices/how-to-install-and-update-drivers-in-windows-10/a97bbbd1-9973-4d66-9a5b-291300006293  Update drivers: recommended links: http://windows.microsoft.com/en-in/windows/update-drivers-recommended-links#update-drivers-recommended-links=windows-10  Keep us informed to help you further.,R
"Ok, the graphics card driver has been reinstalled, although to no avail.",F
"However, I did happen to come across a few new things which could help whilst I was testing the error.",F
The following errors occur If the error persists:  The description for Event ID 13 from source nvlddmkm cannot be found.,F
Either the component that raises this event is not installed on your local computer or the installation is corrupted.,F
You can install or repair the component on the local computer.,R
"If the event originated on another computer, the display information had to be saved with the event.",F
The following information was included with the event:   \Device\Video3 Graphics Exception: ESR 0x404000=0x80000002     The description for Event ID 13 from source nvlddmkm cannot be found.,F
Either the component that raises this event is not installed on your local computer or the installation is corrupted.,F
You can install or repair the component on the local computer.,R
"If the event originated on another computer, the display information had to be saved with the event.",F
The following information was included with the event:   \Device\Video3 Graphics Exception: Class 0x2 Subchannel 0x3 Mismatch     The description for Event ID 13 from source nvlddmkm cannot be found.,F
Either the component that raises this event is not installed on your local computer or the installation is corrupted.,F
You can install or repair the component on the local computer.,R
"If the event originated on another computer, the display information had to be saved with the event.",F
"The following information was included with the event:   \Device\Video3 Graphics Exception: ESR 0x4041b0=0x30002   Additionally, on the occasional chance that the error does not occur and as mentioned prior, will just slow down the PC until coming to a complete stop (sort of like just clogging up within a few seconds to a complete halt), after a few seconds, it will automatically restart.",F
Hope this may help.,R
" Hi,  Thank you for the reply and update.",G
I suggest you to run a full computer virus scan to ensure the computer is free from virus.,R
It is not advisable to access the registry before the virus scan is done.,F
Ensure to install any pending updates on the computer and remember to restart the system.,R
A fast way to check whether your PC has a virus is to use Windows Defender.,F
"This malware protection is included with Windows and helps identify and remove viruses, spyware, and other malicious software.",F
Once this is done you may also check for any pending updates and install the same to see if that helps.,F
How do I find and remove a virus?,R
: http://windows.microsoft.com/en-in/windows-10/getstarted-protect-your-pc  Note: There could be a loss of data while performing a scan using Microsoft safety scanner to eliminate virus if any.,F
Keep us informed to help you further.,R
The full virus scan was run and no errors were found.,F
Hopefully the solution lies in the registry files :),F
I realised you may have just been saying not to access registry whilst doing a virus scan (I interpreted it as the next step).,F
"Anyway, what method of solution lies ahead?",R
"Hi,  Let's try to run the SFC Scan and DISM command  SFC scan and DISM will scan for corrupt system files on the computer and repair them.",R
1.,F
"Right click on the Start button, click Command Prompt (Admin).",R
2.,F
"In the Command Prompt, type the following command, and then press ENTER:  sfc /scannow (Press Enter) DISM.exe /Online /Cleanup-image /Scanhealth (Press Enter) DISM.exe /Online /Cleanup-image /Restorehealth (Press Enter)  Hope this information is helpful.",R
"Please write back to us if you need any further assistance, we'll be glad to assist you.",R
"I gave it a try, but it said there weren't any errors present, and the problem still persists.",F
One notable thing though.,F
"Yesterday, when the computer 'clogged up' and would usually start to come to a halt, it didn't, and instead carried on, but constantly froze every couple of seconds or so (including the mouse pointer).",F
During this time the 'Driver stopped responding and successfully recovered' error happened every five seconds roughly for quite a few times.,F
I managed to go to task manager to look at performance and found out that the CPU was having constant spikes up to nearly 100% every few seconds.,F
this was also true for Disk 1 (E:) and Disk 0(C: D:).,F
"However, the memory had no spikes, and was almost completely constant, with little to no variation.",F
"I really hope this helps solve the problem, as it's proving to be quite a bother.",F
"Hi,  Thank you for the update on the issue.",G
Let's try to run Hardware and devices troubleshooter and check if that helps:  The built-in hardware and devices troubleshooter can automatically detect and fix most of the incorrect settings and errors that could cause issues with hardware.,R
I would suggest you to run this troubleshooter to check if there is any issue with the display adapter.,R
Refer top these steps:  1.,R
Press “Windows key + X” Open “Control Panel” 2.,R
Click on “Troubleshooting” and select the “view all” option on the left pane.,R
3.,F
Click on “Hardware and devices” troubleshooter and follow the prompts.,R
Hope this information is helpful.,R
"Please write back to us if you need any further assistance, we'll be glad to assist you.",R
Thanks for replying.,F
"I performed the troubleshoot as requested, and then restarted the computer, although no such luck, the error is still there.",F
"Hi,  I would appreciate if you could help me with more information:  1.",G
Which Graphic card is installed on your machine?,R
2.,F
What is the make and model number of your computer?,R
I would suggest you to download and install the game in compatibility mode and check if that helps.,R
a. Download the program/game again from website.,R
b. Right-click on the program/game setup file and click on ‘properties’.,R
c. Click on the ‘compatibility’ tab and check the box ‘Run this program in compatibility mode for’ and select Windows 7/8.1 operating system from the drop down menu and proceed with the installation.,R
"Once this is done, restart the computer and check if the issue persists  Hope this information is helpful.",R
"Please write back to us if you need any further assistance, we'll be glad to assist you.",R
"Hello, I am very sorry for the late reply.",G
"The graphics card installed is the NVIDIA GTX 770, and as for the model number, I don't think I have one as the PC is custom built by https://www.computerplanet.co.uk  (known as Computer Planet).",F
The compatability mode download/installation and running in this compatability mode also proved to be unsuccessful.,F
"Hi David,  I know this is an old post, but I am having the same issues and I am getting crazy.",F
Did you solve your problem?,R
Thank you in advance!,F
"
"
Split from this thread.,R
i just upgraded my windows 10 to pro edition but the product keys i have entered were not valid so what could i do??,R
?/,R
Where did you purchase the key(s) from?,R
Where did you purchase the license?,R
Which version and edition of Windows did you upgrade from?,R
i did not purchase any key,F
 i believe that was the home edition,F
"
"
"Hi, my son has just set me up as a user on one of his laptops, but after accepting my password a split second later it says 'signing out' without ever logging me in.",F
"I went onto my desktop, logged on with my password as always and reset my MS password, all went ok. Back to the laptop, it does exactly the same, accepts the new password then a split second later 'signing out' - any suggestions folks?",R
"Hi Christopher,  This issue can be caused by corrupted system files.",F
"As an initial troubleshooting step, we recommend running the System File Checker tool to scan and repair missing or corrupted system files on Windows 10.",F
Update us with the outcome so we can provide further assistance.,R
Comes up with no errors.,R
"My son logged in on his own account and set me with administrative rights, it now lets me log in but no start menu.",F
We're glad to know that you were able to sign in to his computer already.,F
We suggest that you create a new thread for issues with Start menu not showing on the PC since the issue is different from the original concern.,F
This will allow other community members and IT specialists to provide their inputs as well.,F
"And most importantly, this will help other community members who may have experiencing the same issue.",F
Regards.,F
"
"
"I can browse to photos on my pc no problem, but when I try to grab one from the phone (windows 10 lumia), it won't let me do it.",F
I have to transfer them to the PC first then I can upload them.,F
"This is annoying as hell, involving many clicks through layers of folders on the phone.",F
Is there some way to change this behavior?,R
Thanks!,F
"Hi,  One of the possible reasons why you're unable to upload photos to PC from your mobile device is due to file restriction.",F
